subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Adults,7/6/2018,11/18/2017,11/22/2017,Ipsos,B+,1506,a,.0878225,0,36.7,27.8,43.81574,34.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50512,79726,11/28/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/19/2017,11/23/2017,Ipsos,B+,1543,a,.0899639,0,37.5,28,44.61574,34.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50511,79725,11/28/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/20/2017,11/24/2017,Ipsos,B+,1597,a,.0930355,0,37.3,28.9,44.41574,35.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50560,79809,11/29/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/21/2017,11/25/2017,Ipsos,B+,1605,a,.0933589,0,35.8,29.7,42.91574,36.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50558,79808,11/29/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/22/2017,11/26/2017,Ipsos,B+,1685,a,.0977905,0,36.5,28.7,43.61574,35.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50557,79807,11/29/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/23/2017,11/27/2017,Ipsos,B+,1922,a,.1112212,0,36.7,30.1,43.81574,36.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50556,79806,11/29/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/24/2017,11/28/2017,Ipsos,B+,1970,a,.1136135,0,36.1,30.1,43.21574,36.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50610,79870,12/1/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/25/2017,11/29/2017,Ipsos,B+,1962,a,.1127673,0,35.8,28.6,42.91574,35.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50609,79869,12/1/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/26/2017,11/30/2017,Ipsos,B+,1928,a,.1104403,0,36.5,28.6,43.61574,35.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50608,79868,12/1/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/27/2017,12/1/2017,Ipsos,B+,1908,a,.1089269,0,36.2,30.1,43.31574,36.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50631,79909,12/5/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/28/2017,12/2/2017,Ipsos,B+,1656,a,.0942222,0,36,29.8,43.11574,36.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50630,79908,12/5/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/29/2017,12/3/2017,Ipsos,B+,1594,a,.0903905,0,36.6,31.6,43.71574,38.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50629,79907,12/5/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,11/30/2017,12/4/2017,Ipsos,B+,1552,a,.087718,0,37.2,32.4,44.31574,39.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50628,79906,12/5/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/1/2017,12/5/2017,Ipsos,B+,1550,a,.087316,0,36.9,31.2,44.01574,37.90875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50651,79945,12/10/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/2/2017,12/6/2017,Ipsos,B+,1532,a,.0860169,0,37.6,30.5,44.71574,37.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50650,79944,12/10/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/3/2017,12/7/2017,Ipsos,B+,1499,a,.0838828,0,37.8,30.2,44.91574,36.90875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50649,79943,12/10/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/4/2017,12/8/2017,Ipsos,B+,1499,a,.0835916,0,37.6,29.5,44.71574,36.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50663,79972,12/12/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/5/2017,12/9/2017,Ipsos,B+,1463,a,.0812754,0,38.5,29.1,45.61574,35.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50662,79971,12/12/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/6/2017,12/10/2017,Ipsos,B+,1413,a,.0781742,0,37.4,28.8,44.51574,35.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50661,79970,12/12/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/7/2017,12/11/2017,Ipsos,B+,1442,a,.0793472,0,36.6,29.9,43.71574,36.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50660,79969,12/12/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/8/2017,12/12/2017,Ipsos,B+,1464,a,.0801666,0,37.3,28.7,44.41574,35.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50697,80024,12/15/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/9/2017,12/13/2017,Ipsos,B+,1841,a,.1003502,0,38.2,28.3,45.31574,35.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50696,80023,12/15/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/10/2017,12/14/2017,Ipsos,B+,2298,a,.124755,0,38,28.6,45.11574,35.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50695,80022,12/15/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/11/2017,12/15/2017,Ipsos,B+,2538,a,.1373526,0,38.1,28.8,45.21574,35.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50714,80056,12/19/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/12/2017,12/16/2017,Ipsos,B+,2657,a,.1434933,0,38.3,27.3,45.41574,34.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50713,80055,12/19/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/13/2017,12/17/2017,Ipsos,B+,2678,a,.1445044,0,38.4,27.6,45.51574,34.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50712,80054,12/19/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/14/2017,12/17/2017,CNN/SSRS,A-,1001,a,1.489297,0,54,38,51.32698,36.31405,"","",http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80058,12/20/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/14/2017,12/18/2017,Ipsos,B+,2891,a,.156057,0,38.6,27.7,45.71574,34.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50711,80053,12/19/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/15/2017,12/19/2017,Ipsos,B+,2491,a,.1347052,0,39.3,27.1,46.41574,33.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50730,80082,12/24/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/16/2017,12/20/2017,Ipsos,B+,2323,a,.1259589,0,40.2,27.5,47.31574,34.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50729,80081,12/24/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/17/2017,12/21/2017,Ipsos,B+,2233,a,.1214931,0,40.3,28,47.41574,34.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50728,80080,12/24/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/18/2017,12/22/2017,Ipsos,B+,2248,a,.1228031,0,40.5,27.6,47.61574,34.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50735,80105,12/26/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/19/2017,12/23/2017,Ipsos,B+,1637,a,.0898427,0,41,26.7,48.11574,33.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50734,80104,12/26/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/20/2017,12/24/2017,Ipsos,B+,1479,a,.0815519,0,40.5,27,47.61574,33.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50733,80103,12/26/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/21/2017,12/25/2017,Ipsos,B+,1435,a,.0794845,0,41.1,27.3,48.21574,34.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50732,80102,12/26/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/22/2017,12/26/2017,Ipsos,B+,1458,a,.0811021,0,42,27.1,49.11574,33.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50746,80121,12/29/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/23/2017,12/27/2017,Ipsos,B+,1455,a,.0812584,0,41.9,26.8,49.01574,33.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50745,80120,12/29/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/24/2017,12/28/2017,Ipsos,B+,1519,a,.0851524,0,41.7,27.9,48.81574,34.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50744,80119,12/29/2017,11:22:12  6 Jul 2018
Adults,7/6/2018,12/25/2017,12/29/2017,Ipsos,B+,1839,a,.1034669,0,42.1,29.1,49.21574,35.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50750,80133,1/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,12/26/2017,12/30/2017,Ipsos,B+,1897,a,.1071547,0,41.3,28.4,48.41574,35.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50749,80132,1/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,12/27/2017,12/31/2017,Ipsos,B+,1819,a,.2063529,0,40.2,30.3,47.31574,37.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50760,80156,1/5/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,C,3569,a,1.447865,0,51,40,49.57521,38.72748,"","",https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/22/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,12/29/2017,1/2/2018,Ipsos,B+,625,a,.0358159,0,36,29.8,43.11574,36.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50759,80155,1/5/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,12/30/2017,1/3/2018,Ipsos,B+,948,a,.0544179,0,34.8,30.8,41.91574,37.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50758,80154,1/5/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,12/31/2017,1/4/2018,Ipsos,B+,1259,a,.0722565,0,35.9,30.5,43.01574,37.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50757,80153,1/5/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/1/2018,1/5/2018,Ipsos,B+,1599,a,.0916252,0,36.4,30.7,43.51574,37.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50779,80195,1/10/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/2/2018,1/6/2018,Ipsos,B+,1610,a,.0920433,0,37.3,31,44.41574,37.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50778,80202,1/10/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/3/2018,1/7/2018,Ipsos,B+,1553,a,.0885053,0,37.3,31.1,44.41574,37.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50777,80201,1/10/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/4/2018,1/8/2018,Ipsos,B+,1581,a,.0897385,0,39.5,30.4,46.61574,37.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50776,80200,1/10/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/5/2018,1/9/2018,Ipsos,B+,1622,a,.0916146,0,39.4,31.3,46.51574,38.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50793,80222,1/12/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/6/2018,1/10/2018,Ipsos,B+,1584,a,.0889785,0,39.5,31.1,46.61574,37.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50792,80221,1/12/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/7/2018,1/11/2018,Ipsos,B+,1614,a,.0901169,0,39.3,29.5,46.41574,36.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50791,80220,1/12/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/8/2018,1/12/2018,Ipsos,B+,1728,a,.0958738,0,38.7,31.3,45.81574,38.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50803,80251,1/16/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/9/2018,1/13/2018,Ipsos,B+,1673,a,.0922265,0,36.5,30.7,43.61574,37.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50802,80250,1/16/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/10/2018,1/14/2018,Ipsos,B+,1557,a,.0852614,0,36.8,30.4,43.91574,37.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50801,80249,1/16/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/11/2018,1/15/2018,Ipsos,B+,1641,a,.0892095,0,37,29.9,44.11574,36.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50800,80248,1/16/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/12/2018,1/16/2018,Ipsos,B+,1640,a,.0884611,0,36.8,31.6,43.91574,38.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50822,80287,1/19/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/13/2018,1/17/2018,Ipsos,B+,1571,a,.0840333,0,36.8,29.9,43.91574,36.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50821,80286,1/19/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/14/2018,1/18/2018,CNN/SSRS,A-,1005,a,1.529516,0,51,41,48.32698,39.31405,"","",http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80292,1/21/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/14/2018,1/18/2018,Ipsos,B+,1570,a,.0832297,0,38.3,30.7,45.41574,37.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50820,80285,1/19/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/15/2018,1/19/2018,Ipsos,B+,1640,a,.0861383,0,37.4,30.4,44.51574,37.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50837,80314,1/23/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/16/2018,1/20/2018,Ipsos,B+,2188,a,.1138545,0,37.6,29.8,44.71574,36.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50836,80313,1/23/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/17/2018,1/21/2018,Ipsos,B+,2674,a,.1379409,0,37,29.5,44.11574,36.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50835,80312,1/23/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/18/2018,1/22/2018,Ipsos,B+,2904,a,.1485765,0,37.4,30.1,44.51574,36.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50834,80311,1/23/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/19/2018,1/23/2018,Ipsos,B+,2982,a,.151666,0,38.1,30.2,45.21574,36.90875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50851,80359,1/26/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/20/2018,1/24/2018,Ipsos,B+,3029,a,.1534507,0,38.4,30,45.51574,36.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50850,80358,1/26/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/21/2018,1/25/2018,Ipsos,B+,2393,a,.1209659,0,38.2,30.8,45.31574,37.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50849,80357,1/26/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/22/2018,1/26/2018,Ipsos,B+,1820,a,.0918769,0,38.6,31.3,45.71574,38.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50859,80379,1/30/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/23/2018,1/27/2018,Ipsos,B+,1912,a,.0963909,0,38.5,30.1,45.61574,36.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50858,80378,1/30/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/24/2018,1/28/2018,Ipsos,B+,1861,a,.0937152,0,37.7,29.6,44.81574,36.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50857,80377,1/30/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/25/2018,1/29/2018,Ipsos,B+,1808,a,.0909784,0,37.5,30.8,44.61574,37.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50856,80376,1/30/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/26/2018,1/30/2018,Ipsos,B+,1860,a,.0935636,0,36.8,31.3,43.91574,38.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50869,80405,2/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/27/2018,1/31/2018,Ipsos,B+,1942,a,.097699,0,37.6,31.1,44.71574,37.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50868,80404,2/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/25/2018,2/2/2018,IBD/TIPP,A-,900,a,1.5449,0,46,41,45.77713,40.00797,"","",https://www.investors.com/politics/tax-cut-popularity-surges-trump-approval-2018-elections/,50874,80412,2/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/28/2018,2/1/2018,Ipsos,B+,1632,a,.0821553,0,35.2,32.2,42.31574,38.90875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50867,80403,2/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/29/2018,2/2/2018,Ipsos,B+,1587,a,.0799383,0,35.6,32,42.71574,38.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50879,80429,2/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/30/2018,2/1/2018,SurveyMonkey,D-,4424,a,.6005232,0,45,39,45.20882,38.19281,"","",http://msnbcmedia.msn.com/i/MSNBC/Components/NBCNewsSurveyMonkeySOTUPollToplinesMethodology.pdf,50865,80391,2/1/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/30/2018,2/3/2018,Ipsos,B+,2226,a,.1121582,0,38.5,30.9,45.61574,37.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50878,80428,2/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/31/2018,2/4/2018,Ipsos,B+,2844,a,.1434027,0,38.4,30.6,45.51574,37.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50877,80427,2/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/1/2018,2/5/2018,Ipsos,B+,3031,a,.1531415,0,37.8,30.9,44.91574,37.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50876,80426,2/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/2/2018,2/6/2018,Ipsos,B+,3112,a,.1577945,0,38.1,31.3,45.21574,38.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50890,80450,2/9/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/3/2018,2/7/2018,Ipsos,B+,3161,a,.1611341,0,38.1,31.8,45.21574,38.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50889,80449,2/9/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/4/2018,2/8/2018,Ipsos,B+,2584,a,.1326867,0,36.8,32.3,43.91574,39.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50888,80448,2/9/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,1/29/2018,2/13/2018,Pew Research Center,B-,4642,a,2.207063,0,47,38,46.17459,38.07555,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/04/26112459/Democracy-topline-for-release.pdf,52317,82576,4/26/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/5/2018,2/9/2018,Ipsos,B+,1946,a,.1007901,0,37.7,32.7,44.81574,39.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50898,80477,2/13/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/6/2018,2/10/2018,Ipsos,B+,1716,a,.0896877,0,38.1,31.7,45.21574,38.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50897,80476,2/13/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/7/2018,2/11/2018,Ipsos,B+,1545,a,.0814685,0,37.7,31,44.81574,37.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50896,80475,2/13/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/8/2018,2/12/2018,Ipsos,B+,1563,a,.0831145,0,38.5,30.6,45.61574,37.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50895,80474,2/13/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/9/2018,2/13/2018,Ipsos,B+,1518,a,.0813337,0,38.8,30.6,45.91574,37.30875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50910,80504,2/16/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/10/2018,2/14/2018,Ipsos,B+,1497,a,.0806963,0,37.8,31.4,44.91574,38.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50909,80503,2/16/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/11/2018,2/15/2018,Ipsos,B+,1529,a,.0827722,0,37.7,32.1,44.81574,38.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50908,80502,2/16/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/12/2018,2/16/2018,Ipsos,B+,1611,a,.0874477,0,37.9,32.5,45.01574,39.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50918,80524,2/20/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/13/2018,2/17/2018,Ipsos,B+,1264,a,.06872,0,37.5,32,44.61574,38.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50917,80523,2/20/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/14/2018,2/18/2018,Ipsos,B+,953,a,.051824,0,37.1,31.3,44.21574,38.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50916,80522,2/20/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/15/2018,2/19/2018,Ipsos,B+,972,a,.0528077,0,36.8,29.3,43.91574,36.00875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50915,80521,2/20/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/16/2018,2/20/2018,Ipsos,B+,1104,a,.0598697,0,38.5,30,45.61574,36.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50931,80562,2/27/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/17/2018,2/21/2018,Ipsos,B+,1194,a,.0645857,0,36.9,29.4,44.01574,36.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50930,80561,2/27/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/18/2018,2/22/2018,Ipsos,B+,1638,a,.088317,0,36.6,29.7,43.71574,36.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50929,80560,2/27/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/19/2018,2/23/2018,Ipsos,B+,2144,a,.1152324,0,36,30.7,43.11574,37.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50941,80579,2/27/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/20/2018,2/24/2018,Ipsos,B+,2116,a,.113442,0,36,31.9,43.11574,38.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50940,80578,2/27/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/21/2018,2/25/2018,Ipsos,B+,1957,a,.104686,0,35.9,32.1,43.01574,38.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50939,80577,2/27/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/22/2018,2/26/2018,Ipsos,B+,1860,a,.099258,0,36,31.8,43.11574,38.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50938,80576,2/27/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/23/2018,2/27/2018,Ipsos,B+,1655,a,.0880698,0,36.7,31.4,43.81574,38.10875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50981,80634,3/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/24/2018,2/28/2018,Ipsos,B+,1487,a,.078849,0,37.9,29.1,45.01574,35.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50980,80633,3/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/26/2018,2/28/2018,SurveyMonkey,D-,2857,a,.5030742,0,44,37,44.20882,36.19281,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBC%20News%20SurveyMonkey%20Poll%20Toplines%20n%20Methodology%203.8.pdf,50999,80683,3/9/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/25/2018,3/1/2018,Ipsos,B+,1488,a,.0785197,0,37.7,28.5,44.81574,35.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50979,80632,3/2/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/26/2018,3/2/2018,Ipsos,B+,1527,a,.0800667,0,38.3,28.9,45.41574,35.60875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50990,80655,3/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/27/2018,3/3/2018,Ipsos,B+,1532,a,.0797243,0,39.5,29.1,46.61574,35.80875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50989,80654,3/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,2/28/2018,3/4/2018,Ipsos,B+,1599,a,.0825081,0,38.9,29.7,46.01574,36.40875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50988,80653,3/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,3/1/2018,3/5/2018,Ipsos,B+,2050,a,.1048115,0,39.3,30,46.41574,36.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50987,80652,3/6/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,3/2/2018,3/6/2018,Ipsos,B+,2930,a,.1484515,0,38.3,31.5,45.41574,38.20875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,51004,80689,3/9/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,3/3/2018,3/7/2018,Ipsos,B+,3378,a,.1698788,0,37.6,32,44.71574,38.70875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,51003,80688,3/9/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,3/4/2018,3/8/2018,Ipsos,B+,3447,a,.1724303,0,36.8,32.2,43.91574,38.90875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,51002,80687,3/9/2018,11:22:12  6 Jul 2018
Adults,7/6/2018,3/5/2018,3/9/2018,Ipsos,B+,3420,a,.1705395,0,36.8,31.8,43.91574,38.50875,"",T,http://polling.reuters.com/#poll/TM1212Y17/,51015,80711,3/13/2018,11:22:12  6 Jul 2018
